District_Name,Todays_Positives,Total_Positives,Todays_Discharges,Total_Discharges,Total_Active_Cases,Todays_Covid_Deaths,Total_Covid_Deaths,Non_Covid_Deaths
Bagalakote,138.0,5060,122.0,4151.0,852,1.0,57.0,0
Ballari,533.0,17273,522.0,10998.0,6064,7.0,211.0,0
Belagavi,312.0,9793,511.0,5674.0,3965,3.0,154.0,0
Bengaluru Rural,66.0,3941,45.0,3271.0,649,0.0,21.0,0
Bengaluru Urban,2979.0,105749,3259.0,69861.0,34224,28.0,1663.0,1
Bidar,82.0,4031,144.0,3145.0,755,4.0,127.0,4
Chamarajanagara,67.0,2023,71.0,1457.0,532,2.0,26.0,8
Chikkaballapura,79.0,3308,17.0,2675.0,579,0.0,53.0,1
Chikkamagaluru,71.0,2820,51.0,1792.0,972,1.0,56.0,0
Chitradurga,89.0,1854,154.0,1284.0,556,0.0,14.0,0
Dakshina Kannada,228.0,10137,320.0,7504.0,2328,4.0,303.0,2
Davanagere,277.0,6785,349.0,4737.0,1895,5.0,153.0,0
Dharwada,253.0,9051,93.0,6355.0,2428,7.0,268.0,0
Gadag,116.0,3894,121.0,2756.0,1073,2.0,65.0,0
Hassana,209.0,5796,245.0,3804.0,1843,1.0,149.0,0
Haveri,141.0,3249,47.0,1931.0,1249,0.0,69.0,0
Kalaburagi,165.0,9939,198.0,7913.0,1838,2.0,188.0,0
Kodagu,24.0,1166,64.0,887.0,263,0.0,16.0,0
Kolara,69.0,2860,70.0,2045.0,766,0.0,49.0,0
Koppala,170.0,4480,225.0,3218.0,1172,6.0,90.0,0
Mandya,146.0,4093,72.0,2422.0,1629,2.0,42.0,0
Mysuru,0.0,12304,0.0,7302.0,4682,0.0,320.0,0
Raichuru,52.0,5786,200.0,4357.0,1355,3.0,74.0,0
Ramanagara,54.0,2563,48.0,1774.0,772,0.0,17.0,0
Shivamogga,221.0,5987,130.0,3045.0,2856,4.0,86.0,0
Tumakuru,103.0,4019,79.0,2712.0,1191,6.0,116.0,0
Udupi,348.0,10015,235.0,6970.0,2963,0.0,82.0,0
Uttara Kannada,64.0,3830,70.0,2931.0,860,1.0,39.0,0
Vijayapura,151.0,5534,130.0,4648.0,813,3.0,73.0,0
Yadagiri,123.0,4500,34.0,2916.0,1553,1.0,31.0,0
Others*,0.0,36,0.0,33.0,0,0.0,3.0,0
